id,season_id,name,foreign_id,games_url,table_url,scorers_url,assists_url,canadian_url,created_at,updated_at
1,1,Dywizja A,,https://nalffutsal.pl/?page_id=34,https://nalffutsal.pl/?page_id=16,https://nalffutsal.pl/?page_id=50,https://nalffutsal.pl/?page_id=3191,https://nalffutsal.pl/?page_id=3191,2026-02-24 21:24:00.233844,2026-02-24 21:24:00.233858
2,1,Dywizja B,,https://nalffutsal.pl/?page_id=52,https://nalffutsal.pl/?page_id=36,https://nalffutsal.pl/?page_id=18,https://nalffutsal.pl/?page_id=3274,https://nalffutsal.pl/?page_id=44,2026-02-24 21:25:16.676422,2026-02-24 21:25:16.676430
3,1,Puchar Ligi,,https://nalffutsal.pl/?page_id=32,,https://nalffutsal.pl/?page_id=38,https://nalffutsal.pl/?page_id=3317,https://nalffutsal.pl/?page_id=54,2026-02-24 21:26:29.935128,2026-02-24 21:26:29.935132
